Sex Age      L        M        S        P3       P5       P10      P25      P50      P75      P90      P95      P97
2    86.5    -1.24653  23.3203  0.16162  18.0215  18.5359  19.3961  21.0544  23.3203  26.2193  29.6342  32.2098  34.1730
2    87.5    -1.23626  23.5505  0.16261  18.1691  18.6912  19.5645  21.2485  23.5505  26.4966  29.9681  32.5870  34.5833
2    88.5    -1.22555  23.7834  0.16362  18.3175  18.8476  19.7343  21.4446  23.7834  26.7776  30.3067  32.9693  34.9990
2    89.5    -1.21441  24.0191  0.16465  18.4669  19.0051  19.9055  21.6428  24.0191  27.0624  30.6500  33.3569  35.4204
2    90.5    -1.20288  24.2578  0.16568  18.6172  19.1637  20.0782  21.8431  24.2578  27.3511  30.9982  33.7500  35.8474
2    91.5    -1.19100  24.4996  0.16673  18.7687  19.3237  20.2526  22.0456  24.4996  27.6438  31.3513  34.1485  36.2803
2    92.5    -1.17881  24.7445  0.16780  18.9212  19.4850  20.4286  22.2504  24.7445  27.9406  31.7095  34.5527  36.7192
2    93.5    -1.16635  24.9926  0.16887  19.0751  19.6477  20.6063  22.4576  24.9926  28.2416  32.0728  34.9625  37.1640
2    94.5    -1.15365  25.2440  0.16995  19.2302  19.8119  20.7860  22.6673  25.2440  28.5468  32.4413  35.3781  37.6149
2    95.5    -1.14075  25.4988  0.17104  19.3867  19.9778  20.9675  22.8795  25.4988  28.8564  32.8151  35.7996  38.0720
2    96.5    -1.12768  25.7570  0.17214  19.5448  20.1453  21.1511  23.0944  25.7570  29.1704  33.1943  36.2269  38.5353
2    97.5    -1.11449  26.0187  0.17324  19.7044  20.3146  21.3367  23.3120  26.0187  29.4888  33.5788  36.6602  39.0049
2    98.5    -1.10120  26.2840  0.17435  19.8656  20.4857  21.5245  23.5323  26.2840  29.8118  33.9688  37.0995  39.4807
2    99.5    -1.08786  26.5529  0.17546  20.0286  20.6588  21.7146  23.7555  26.5529  30.1393  34.3643  37.5448  39.9629
2   100.5    -1.07450  26.8255  0.17656  20.1935  20.8339  21.9070  23.9816  26.8255  30.4714  34.7652  37.9960  40.4513
2   101.5    -1.06115  27.1019  0.17767  20.3603  21.0111  22.1017  24.2107  27.1019  30.8081  35.1716  38.4533  40.9461
2   102.5    -1.04784  27.3820  0.17877  20.5291  21.1905  22.2990  24.4428  27.3820  31.1494  35.5834  38.9165  41.4471
2   103.5    -1.03462  27.6659  0.17986  20.6999  21.3721  22.4988  24.6780  27.6659  31.4953  36.0007  39.3857  41.9544
2   104.5    -1.02150  27.9536  0.18095  20.8730  21.5561  22.7012  24.9163  27.9536  31.8459  36.4235  39.8608  42.4679
2   105.5    -1.00852  28.2452  0.18203  21.0482  21.7425  22.9063  25.1578  28.2452  32.2010  36.8516  40.3417  42.9875
2   106.5    -0.99570  28.5406  0.18310  21.2258  21.9313  23.1141  25.4025  28.5406  32.5608  37.2850  40.8284  43.5131
2   107.5    -0.98308  28.8398  0.18416  21.4058  22.1227  23.3247  25.6504  28.8398  32.9251  37.7237  41.3208  44.0448
2   108.5    -0.97068  29.1429  0.18520  21.5883  22.3167  23.5381  25.9016  29.1429  33.2939  38.1676  41.8188  44.5822
2   109.5    -0.95852  29.4498  0.18622  21.7733  22.5134  23.7544  26.1561  29.4498  33.6671  38.6165  42.3222  45.1254
2   110.5    -0.94664  29.7604  0.18723  21.9609  22.7128  23.9736  26.4139  29.7604  34.0447  39.0704  42.8310  45.6741
2   111.5    -0.93504  30.0749  0.18821  22.1512  22.9149  24.1958  26.6750  30.0749  34.4267  39.5292  43.3450  46.2283
2   112.5    -0.92375  30.3930  0.18918  22.3442  23.1199  24.4209  26.9394  30.3930  34.8128  39.9926  43.8640  46.7878
2   113.5    -0.91280  30.7149  0.19012  22.5400  23.3277  24.6491  27.2070  30.7149  35.2030  40.4607  44.3879  47.3524
2   114.5    -0.90219  31.0403  0.19104  22.7386  23.5385  24.8803  27.4780  31.0403  35.5972  40.9331  44.9165  47.9218
2   115.5    -0.89196  31.3692  0.19193  22.9400  23.7521  25.1145  27.7522  31.3692  35.9953  41.4098  45.4496  48.4960
2   116.5    -0.88211  31.7016  0.19279  23.1444  23.9687  25.3518  28.0296  31.7016  36.3971  41.8905  45.9870  49.0746
2   117.5    -0.87266  32.0374  0.19363  23.3516  24.1883  25.5921  28.3102  32.0374  36.8025  42.3751  46.5285  49.6575
2   118.5    -0.86363  32.3764  0.19443  23.5619  24.4109  25.8355  28.5940  32.3764  37.2114  42.8634  47.0738  50.2444
2   119.5    -0.85503  32.7186  0.19520  23.7751  24.6365  26.0819  28.8808  32.7186  37.6235  43.3551  47.6227  50.8350
2   120.5    -0.84687  33.0639  0.19594  23.9914  24.8651  26.3313  29.1707  33.0639  38.0387  43.8500  48.1750  51.4291
2   121.5    -0.83917  33.4120  0.19665  24.2106  25.0967  26.5837  29.4635  33.4120  38.4569  44.3478  48.7303  52.0264
2   122.5    -0.83193  33.7630  0.19732  24.4329  25.3313  26.8390  29.7592  33.7630  38.8777  44.8484  49.2884  52.6266
2   123.5    -0.82517  34.1166  0.19796  24.6582  25.5689  27.0973  30.0576  34.1166  39.3011  45.3515  49.8491  53.2295
2   124.5    -0.81890  34.4727  0.19856  24.8865  25.8094  27.3584  30.3588  34.4727  39.7267  45.8567  50.4119  53.8346
2   125.5    -0.81313  34.8311  0.19912  25.1178  26.0529  27.6224  30.6626  34.8311  40.1544  46.3639  50.9767  54.4418
2   126.5    -0.80787  35.1917  0.19964  25.3521  26.2993  27.8891  30.9689  35.1917  40.5840  46.8727  51.5431  55.0506
2   127.5    -0.80312  35.5543  0.20013  25.5894  26.5485  28.1585  31.2776  35.5543  41.0152  47.3828  52.1108  55.6608
2   128.5    -0.79889  35.9187  0.20058  25.8295  26.8005  28.4305  31.5885  35.9187  41.4478  47.8939  52.6795  56.2720
2   129.5    -0.79520  36.2848  0.20098  26.0726  27.0553  28.7051  31.9016  36.2848  41.8814  48.4058  53.2487  56.8839
2   130.5    -0.79204  36.6523  0.20135  26.3185  27.3128  28.9821  32.2167  36.6523  42.3160  48.9181  53.8183  57.4961
2   131.5    -0.78943  37.0211  0.20168  26.5671  27.5729  29.2615  32.5336  37.0211  42.7511  49.4306  54.3879  58.1083
2   132.5    -0.78737  37.3908  0.20197  26.8185  27.8356  29.5432  32.8522  37.3908  43.1865  49.9427  54.9570  58.7201
2   133.5    -0.78587  37.7614  0.20221  27.0726  28.1007  29.8270  33.1725  37.7614  43.6220  50.4544  55.5254  59.3311
2   134.5    -0.78492  38.1326  0.20242  27.3292  28.3682  30.1128  33.4941  38.1326  44.0572  50.9651  56.0927  59.9411
2   135.5    -0.78455  38.5042  0.20259  27.5884  28.6380  30.4006  33.8170  38.5042  44.4920  51.4747  56.6585  60.5496
2   136.5    -0.78475  38.8760  0.20271  27.8500  28.9100  30.6901  34.1409  38.8760  44.9259  51.9827  57.2225  61.1563
2   137.5    -0.78553  39.2477  0.20280  28.1139  29.1841  30.9814  34.4658  39.2477  45.3588  52.4888  57.7844  61.7607
2   138.5    -0.78690  39.6191  0.20284  28.3800  29.4602  31.2742  34.7913  39.6191  45.7902  52.9926  58.3437  62.3627
2   139.5    -0.78885  39.9899  0.20285  28.6483  29.7381  31.5683  35.1174  39.9899  46.2200  53.4940  58.9002  62.9617
2   140.5    -0.79140  40.3600  0.20282  28.9186  30.0177  31.8638  35.4439  40.3600  46.6479  53.9924  59.4534  63.5575
2   141.5    -0.79454  40.7291  0.20274  29.1908  30.2989  32.1603  35.7705  40.7291  47.0735  54.4876  60.0030  64.1497
2   142.5    -0.79829  41.0970  0.20263  29.4648  30.5817  32.4578  36.0971  41.0970  47.4966  54.9792  60.5487  64.7379
2   143.5    -0.80264  41.4633  0.20248  29.7404  30.8657  32.7560  36.4235  41.4633  47.9168  55.4669  61.0902  65.3217
2   144.5    -0.80759  41.8279  0.20229  30.0176  31.1509  33.0549  36.7495  41.8279  48.3339  55.9504  61.6270  65.9010
2   145.5    -0.81317  42.1906  0.20207  30.2961  31.4371  33.3543  37.0748  42.1906  48.7476  56.4294  62.1588  66.4752
2   146.5    -0.81935  42.5510  0.20181  30.5758  31.7242  33.6539  37.3993  42.5510  49.1577  56.9035  62.6854  67.0442
2   147.5    -0.82616  42.9090  0.20151  30.8567  32.0121  33.9536  37.7228  42.9090  49.5637  57.3724  63.2064  67.6075
2   148.5    -0.83358  43.2644  0.20118  31.1384  32.3005  34.2533  38.0451  43.2644  49.9656  57.8359  63.7214  68.1649
2   149.5    -0.84163  43.6168  0.20081  31.4210  32.5893  34.5528  38.3660  43.6168  50.3629  58.2936  64.2303  68.7160
2   150.5    -0.85030  43.9661  0.20041  31.7041  32.8783  34.8518  38.6852  43.9661  50.7555  58.7452  64.7326  69.2606
2   151.5    -0.85960  44.3120  0.19998  31.9877  33.1673  35.1502  39.0027  44.3120  51.1431  59.1905  65.2281  69.7984
2   152.5    -0.86953  44.6543  0.19952  32.2715  33.4563  35.4478  39.3181  44.6543  51.5254  59.6292  65.7166  70.3291
2   153.5    -0.88008  44.9929  0.19902  32.5555  33.7449  35.7445  39.6313  44.9929  51.9022  60.0610  66.1977  70.8525
2   154.5    -0.89127  45.3274  0.19850  32.8394  34.0330  36.0400  39.9420  45.3274  52.2733  60.4857  66.6712  71.3683
2   155.5    -0.90307  45.6577  0.19794  33.1230  34.3205  36.3342  40.2502  45.6577  52.6384  60.9030  67.1368  71.8763
2   156.5    -0.91551  45.9836  0.19736  33.4061  34.6071  36.6268  40.5556  45.9836  52.9974  61.3128  67.5944  72.3763
2   157.5    -0.92856  46.3050  0.19675  33.6887  34.8927  36.9178  40.8580  46.3050  53.3500  61.7147  68.0437  72.8680
2   158.5    -0.94224  46.6215  0.19611  33.9704  35.1771  37.2068  41.1572  46.6215  53.6961  62.1087  68.4846  73.3513
2   159.5    -0.95653  46.9331  0.19545  34.2511  35.4600  37.4938  41.4532  46.9331  54.0354  62.4945  68.9167  73.8259
2   160.5    -0.97144  47.2396  0.19476  34.5306  35.7414  37.7785  41.7456  47.2396  54.3679  62.8719  69.3401  74.2918
2   161.5    -0.98694  47.5408  0.19406  34.8088  36.0210  38.0608  42.0343  47.5408  54.6933  63.2408  69.7544  74.7488
2   162.5    -1.00305  47.8366  0.19333  35.0853  36.2986  38.3405  42.3192  47.8366  55.0115  63.6011  70.1595  75.1966
2   163.5    -1.01974  48.1268  0.19257  35.3602  36.5742  38.6174  42.6001  48.1268  55.3225  63.9526  70.5555  75.6354
2   164.5    -1.03701  48.4114  0.19180  35.6330  36.8473  38.8914  42.8769  48.4114  55.6260  64.2952  70.9420  76.0648
2   165.5    -1.05484  48.6901  0.19102  35.9038  37.1180  39.1623  43.1494  48.6901  55.9220  64.6288  71.3190  76.4848
2   166.5    -1.07323  48.9630  0.19021  36.1722  37.3860  39.4299  43.4176  48.9630  56.2104  64.9534  71.6865  76.8954
2   167.5    -1.09216  49.2299  0.18939  36.4381  37.6512  39.6940  43.6811  49.2299  56.4911  65.2689  72.0444  77.2965
2   168.5    -1.11160  49.4907  0.18855  36.7014  37.9134  39.9546  43.9401  49.4907  56.7642  65.5752  72.3927  77.6881
2   169.5    -1.13155  49.7454  0.18771  36.9618  38.1723  40.2115  44.1943  49.7454  57.0295  65.8724  72.7313  78.0701
2   170.5    -1.15198  49.9939  0.18685  37.2191  38.4280  40.4645  44.4436  49.9939  57.2870  66.1604  73.0602  78.4425
2   171.5    -1.17286  50.2362  0.18598  37.4732  38.6801  40.7135  44.6880  50.2362  57.5368  66.4392  73.3794  78.8054
2   172.5    -1.19418  50.4722  0.18510  37.7240  38.9285  40.9584  44.9273  50.4722  57.7789  66.7089  73.6890  79.1587
2   173.5    -1.21590  50.7019  0.18421  37.9712  39.1732  41.1990  45.1616  50.7019  58.0132  66.9696  73.9890  79.5025
2   174.5    -1.23800  50.9254  0.18332  38.2147  39.4139  41.4353  45.3906  50.9254  58.2399  67.2212  74.2795  79.8368
2   175.5    -1.26044  51.1425  0.18243  38.4544  39.6506  41.6672  45.6145  51.1425  58.4590  67.4640  74.5605  80.1617
2   176.5    -1.28319  51.3535  0.18153  38.6901  39.8830  41.8944  45.8331  51.3535  58.6706  67.6979  74.8322  80.4772
2   177.5    -1.30621  51.5582  0.18063  38.9216  40.1111  42.1170  46.0464  51.5582  58.8747  67.9232  75.0946  80.7836
2   178.5    -1.32946  51.7568  0.17973  39.1489  40.3348  42.3349  46.2544  51.7568  59.0716  68.1400  75.3480  81.0808
2   179.5    -1.35289  51.9492  0.17883  39.3717  40.5539  42.5480  46.4571  51.9492  59.2613  68.3484  75.5924  81.3690
2   180.5    -1.37647  52.1356  0.17794  39.5901  40.7683  42.7562  46.6544  52.1356  59.4440  68.5487  75.8280  81.6483
2   181.5    -1.40015  52.3161  0.17705  39.8038  40.9781  42.9595  46.8464  52.3161  59.6198  68.7410  76.0550  81.9188
2   182.5    -1.42387  52.4907  0.17617  40.0128  41.1830  43.1578  47.0331  52.4907  59.7890  68.9256  76.2736  82.1807
2   183.5    -1.44759  52.6596  0.17530  40.2170  41.3830  43.3511  47.2145  52.6596  59.9517  69.1027  76.4841  82.4342
2   184.5    -1.47124  52.8229  0.17444  40.4162  41.5781  43.5394  47.3907  52.8229  60.1081  69.2725  76.6866  82.6794
2   185.5    -1.49478  52.9807  0.17359  40.6105  41.7682  43.7226  47.5617  52.9807  60.2584  69.4353  76.8814  82.9165
2   186.5    -1.51815  53.1332  0.17276  40.7998  41.9532  43.9007  47.7276  53.1332  60.4030  69.5915  77.0687  83.1457
2   187.5    -1.54128  53.2805  0.17194  40.9840  42.1332  44.0738  47.8884  53.2805  60.5419  69.7412  77.2488  83.3672
2   188.5    -1.56412  53.4228  0.17113  41.1630  42.3080  44.2419  48.0442  53.4228  60.6756  69.8848  77.4221  83.5812
2   189.5    -1.58660  53.5602  0.17035  41.3369  42.4778  44.4049  48.1951  53.5602  60.8042  70.0227  77.5887  83.7879
2   190.5    -1.60865  53.6930  0.16958  41.5055  42.6424  44.5629  48.3413  53.6930  60.9280  70.1551  77.7491  83.9875
2   191.5    -1.63022  53.8213  0.16884  41.6690  42.8020  44.7160  48.4827  53.8213  61.0473  70.2824  77.9034  84.1802
2   192.5    -1.65124  53.9454  0.16812  41.8273  42.9564  44.8643  48.6196  53.9454  61.1624  70.4049  78.0521  84.3663
2   193.5    -1.67165  54.0654  0.16742  41.9804  43.1059  45.0076  48.7521  54.0654  61.2736  70.5231  78.1954  84.5460
2   194.5    -1.69138  54.1815  0.16675  42.1283  43.2503  45.1463  48.8802  54.1815  61.3811  70.6372  78.3337  84.7195
2   195.5    -1.71036  54.2941  0.16611  42.2711  43.3897  45.2802  49.0042  54.2941  61.4854  70.7476  78.4673  84.8871
2   196.5    -1.72854  54.4032  0.16550  42.4088  43.5243  45.4096  49.1241  54.4032  61.5868  70.8548  78.5966  85.0490
2   197.5    -1.74585  54.5092  0.16492  42.5415  43.6540  45.5345  49.2402  54.5092  61.6854  70.9590  78.7218  85.2054
2   198.5    -1.76224  54.6122  0.16436  42.6692  43.7790  45.6550  49.3526  54.6122  61.7817  71.0607  78.8435  85.3566
2   199.5    -1.77764  54.7125  0.16384  42.7921  43.8994  45.7713  49.4615  54.7125  61.8760  71.1601  78.9618  85.5028
2   200.5    -1.79200  54.8104  0.16335  42.9101  44.0152  45.8835  49.5670  54.8104  61.9685  71.2577  79.0771  85.6442
2   201.5    -1.80528  54.9060  0.16290  43.0235  44.1266  45.9917  49.6693  54.9060  62.0596  71.3539  79.1897  85.7811
2   202.5    -1.81741  54.9997  0.16248  43.1322  44.2337  46.0960  49.7687  54.9997  62.1496  71.4489  79.3001  85.9137
2   203.5    -1.82836  55.0917  0.16210  43.2365  44.3366  46.1967  49.8652  55.0917  62.2389  71.5432  79.4084  86.0423
2   204.5    -1.83809  55.1821  0.16175  43.3364  44.4355  46.2938  49.9591  55.1821  62.3276  71.6370  79.5150  86.1670
2   205.5    -1.84655  55.2713  0.16143  43.4321  44.5304  46.3875  50.0506  55.2713  62.4160  71.7307  79.6202  86.2881
2   206.5    -1.85372  55.3595  0.16116  43.5237  44.6216  46.4780  50.1399  55.3595  62.5046  71.8246  79.7243  86.4058
2   207.5    -1.85956  55.4468  0.16092  43.6113  44.7091  46.5654  50.2271  55.4468  62.5934  71.9189  79.8275  86.5202
2   208.5    -1.86406  55.5336  0.16072  43.6952  44.7932  46.6499  50.3125  55.5336  62.6828  72.0140  79.9301  86.6317
2   209.5    -1.86720  55.6200  0.16055  43.7753  44.8740  46.7317  50.3962  55.6200  62.7731  72.1100  80.0323  86.7403
2   210.5    -1.86897  55.7062  0.16042  43.8520  44.9516  46.8109  50.4784  55.7062  62.8643  72.2073  80.1343  86.8462
2   211.5    -1.86937  55.7924  0.16032  43.9253  45.0263  46.8878  50.5593  55.7924  62.9568  72.3059  80.2364  86.9497
2   212.5    -1.86838  55.8789  0.16026  43.9954  45.0981  46.9624  50.6391  55.8789  63.0507  72.4062  80.3386  87.0508
2   213.5    -1.86603  55.9657  0.16024  44.0625  45.1672  47.0349  50.7180  55.9657  63.1461  72.5082  80.4412  87.1498
2   214.5    -1.86232  56.0530  0.16025  44.1267  45.2339  47.1055  50.7960  56.0530  63.2433  72.6120  80.5441  87.2466
2   215.5    -1.85728  56.1409  0.16029  44.1882  45.2981  47.1743  50.8733  56.1409  63.3423  72.7178  80.6476  87.3415
2   216.5    -1.85094  56.2296  0.16036  44.2471  45.3602  47.2415  50.9501  56.2296  63.4431  72.8256  80.7517  87.4346
2   217.5    -1.84333  56.3192  0.16047  44.3036  45.4201  47.3072  51.0264  56.3192  63.5459  72.9354  80.8563  87.5259
2   218.5    -1.83449  56.4096  0.16060  44.3577  45.4781  47.3715  51.1024  56.4096  63.6507  73.0471  80.9616  87.6154
2   219.5    -1.82447  56.5009  0.16076  44.4097  45.5343  47.4346  51.1782  56.5009  63.7574  73.1607  81.0674  87.7034
2   220.5    -1.81334  56.5932  0.16095  44.4596  45.5887  47.4964  51.2537  56.5932  63.8659  73.2762  81.1737  87.7897
2   221.5    -1.80115  56.6863  0.16116  44.5076  45.6415  47.5572  51.3290  56.6863  63.9761  73.3933  81.2803  87.8744
2   222.5    -1.78797  56.7802  0.16139  44.5537  45.6928  47.6169  51.4042  56.7802  64.0880  73.5119  81.3873  87.9576
2   223.5    -1.77390  56.8749  0.16165  44.5981  45.7426  47.6755  51.4791  56.8749  64.2013  73.6317  81.4942  88.0391
2   224.5    -1.75900  56.9700  0.16192  44.6408  45.7909  47.7332  51.5538  56.9700  64.3157  73.7525  81.6010  88.1190
2   225.5    -1.74339  57.0656  0.16220  44.6818  45.8379  47.7898  51.6281  57.0656  64.4311  73.8738  81.7075  88.1972
2   226.5    -1.72715  57.1613  0.16250  44.7212  45.8834  47.8453  51.7018  57.1613  64.5469  73.9954  81.8132  88.2736
2   227.5    -1.71041  57.2567  0.16281  44.7590  45.9275  47.8997  51.7749  57.2567  64.6628  74.1167  81.9180  88.3481
2   228.5    -1.69326  57.3517  0.16313  44.7952  45.9700  47.9528  51.8472  57.3517  64.7783  74.2374  82.0213  88.4206
2   229.5    -1.67585  57.4457  0.16346  44.8296  46.0110  48.0044  51.9182  57.4457  64.8930  74.3568  82.1230  88.4910
2   230.5    -1.65830  57.5384  0.16379  44.8623  46.0504  48.0545  51.9878  57.5384  65.0061  74.4743  82.2224  88.5590
2   231.5    -1.64074  57.6291  0.16411  44.8932  46.0878  48.1027  52.0555  57.6291  65.1172  74.5893  82.3192  88.6245
2   232.5    -1.62333  57.7172  0.16444  44.9220  46.1232  48.1488  52.1209  57.7172  65.2253  74.7012  82.4129  88.6873
2   233.5    -1.60620  57.8022  0.16477  44.9486  46.1563  48.1924  52.1836  57.8022  65.3298  74.8090  82.5028  88.7471
2   234.5    -1.58953  57.8833  0.16508  44.9728  46.1867  48.2332  52.2430  57.8833  65.4297  74.9121  82.5885  88.8038
2   235.5    -1.57346  57.9596  0.16539  44.9942  46.2143  48.2706  52.2984  57.9596  65.5241  75.0095  82.6692  88.8569
2   236.5    -1.55817  58.0303  0.16569  45.0126  46.2385  48.3043  52.3492  58.0303  65.6121  75.1004  82.7444  88.9063
2   237.5    -1.54384  58.0945  0.16598  45.0275  46.2589  48.3336  52.3946  58.0945  65.6925  75.1836  82.8134  88.9516
2   238.5    -1.53064  58.1510  0.16626  45.0385  46.2749  48.3579  52.4337  58.1510  65.7641  75.2583  82.8754  88.9925
2   239.5    -1.51875  58.1987  0.16652  45.0450  46.2861  48.3765  52.4657  58.1987  65.8257  75.3232  82.9297  89.0286
2   240.0    -1.51336  58.2189  0.16664  45.0465  46.2896  48.3834  52.4787  58.2189  65.8523  75.3516  82.9537  89.0448
